ID;Employment_Status;Employment_Status_Aggregated;Work_as_Contractor_12m;Work_as_Perm;Residence_Country;Residence_District;Residence_District_Aggregated;Work_Company_Country;Work_Company_Continent;Work_Company_PT_International;Work_Company_PT_District;Work_Company_PT_District_Aggregated;Remote_Working_Current;Remote_Working_Current_Flexible_Office_Days;Remote_Working_due_to_Covid;Job_Remote_or_Office;Remote_Work_Opinion;Job_Role_Original;Job_Role_Other;Job_Role;Employer_Industry;Employer_Industry_Other;Employer_Org_Type;Employer_Org_Type_Other;Employer_Size;Language_JavaScript;Language_Bash/Shell/PowerShell;Language_SQL;Language_Java;Language_C#;Language_Python;Language_PHP;Language_C++;Language_C;Language_TypeScript;Language_Ruby;Language_Swift;Language_Objective-C;Language_VB.NET;Language_Assembly;Language_R;Language_Perl;Language_VBA;Language_Matlab;Language_Go;Language_Scala;Language_Groovy;Language_Coffee Script;Language_Visual Basic 6;Language_Lua;Language_Haskell;Language_HTML/CSS;Language_Kotlin;Language_Rust;Language_Elixir;Language_Clojure;Language_WebAssembly;Language_Dart;Language_Languages_N/A;Language_Languages_Other;Framework_jQuery;Framework_.NET;Framework_Angular/Angular.js;Framework_Ruby on Rails;Framework_React;Framework_Django;Framework_Laravel;Framework_Spring;Framework_Vue.js;Framework_Express;Framework_Meteor;Framework_Flask;Framework_Ember.js;Framework_Drupal;Framework_OutSystems;Framework_Framework_N/A;Framework_Framework_Other;Contractor_Avg_Project;Contractor_Avg_Project_Intervals;Contractor_Avg_Hour_Rate;Contractor_Avg_Annual_Salary;Perm_Current_Company_how_long;Perm_GAS;Perm_GAS_Avg;Perm_GAS_Low_Limit;Perm_GAS_High_Limit;Avg_Salary;Salary_Change;Salary_Fairness;Changing_Jobs_next_6_months;Job_Motivator_Work_life_balance;Job_Motivator_Compensation_and_benefits;Job_Motivator_Training/Development_programs_at_work;Job_Motivator_Career_growth_opportunities;Job_Motivator_Remote_working;Job_Motivator_Flexible_schedule;Job_Motivator_Company_culture;Job_Motivator_The_technologies_I'm_working_with;Job_Motivator_Versatility/Variety_of_projects;Job_Motivator_Freedom_to_choose_the_clients_and/or_projects;Job_Motivator_Being_autonomous_at_work;Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is;Job_Motivator_Environmentally_friendly/responsible_work_practice;Job_Perk_Meals_allowance/Company_provided_meals_or_snacks;Job_Perk_Transportation_benefit;Job_Perk_Health_benefits;Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership);Job_Perk_Computer/_Office_equipment_allowance;Job_Perk_Professional_development_sponsorship;Job_Perk_Annual_bonus;Job_Perk_Long-term_leave;Job_Perk_Parental_leave;Job_Perk_Stock_options_or_shares;Job_Perk_Education_sponsorship;Job_Perk_Child_care;Citizenship;Birth_Year;Age;Gender;English_Level;Way_Into_Tech;Way_Into_Tech_Other;Education_Level;Working_Experience;Working_Experience_Aggregated
3278;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Germany;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;4;Technical Team Leader;;Technical Team Leader;Web development or design;;Startup (new business venture);;20 - 99 employees;JavaScript;;;;;;;;;TypeScript;;;;;;;;;;Go;;;;;;;;;;;;;;;;;;Angular/Angular.js;;;;;;;;;;;;;;;;;;;More than 3 years;€40.000 - €45.000;42500;40000;45000;42500;]0%, 5%];5;1;7;7;7;7;7;7;7;7;6;7;6;6;7;5;5;7;6;7;6;7;5;5;7;6;5;Portuguese;1989;32;Male;Professional working proficiency;Self-taught;;University drop out;Between 6 - 9 years;6+ years
3279;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;3;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Back-End Developer;;Back-End Developer;Software as a service (saas) development;;Consulting Business;;1000 - 4.999 employees;;;;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;2;2;7;6;3;7;7;7;2;5;3;5;5;5;5;5;5;5;3;4;3;7;4;4;4;4;4;Portuguese;1995;26;Male;Full professional proficiency;University;;University drop out;Between 1 - 3 years;0 - 3 years
3280;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Product Owner/Product Manager;;Product Owner/Product Manager;Transportation;;Corporate;;More than 5.000 employees;;;SQL;Java;;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;More than 3 years;€20.000 - €25.000;22500;20000;25000;22500;[-15%, -5%[;1;5;6;4;6;6;4;5;4;4;4;3;5;5;6;3;3;4;3;6;6;2;3;2;1;3;2;Portuguese;1979;42;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3281;Working as a Contractor/Freelancer;Contractor;;1;Portugal;Santarém;Centre;Portugal;Europe;Portugal;Leiria;Centre;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Computer & Network Security;;Computer & Network Security;Security;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;2;Less than 3 months;9;14600;;;;;;14600;Hasn't changed;5;3;7;5;3;4;7;7;4;3;4;4;6;3;6;4;4;5;2;4;4;5;5;5;2;4;5;Portuguese;1980;41;Male;Full professional proficiency;Self-taught;;University drop out;More than 9 years;6+ years
3282;Working as a Contractor/Freelancer;Contractor;;0;Portugal;Açores;Azores and Madeira;Switzerland;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Mobile Apps Developer;;Mobile Apps Developer;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;JavaScript;;SQL;;C#;;PHP;C++;;;;;;;;;;VBA;;;;;;Visual Basic 6;;;;;;;;;;;;;.NET;;;;;;;;;;;;;;;;24;13 to 24 monthts;80;128000;;;;;;128000;Hasn't changed;6;3;7;7;2;3;7;5;6;3;3;6;6;4;4;1;1;5;1;7;3;6;2;1;1;1;1;Portuguese;1968;53;Male;Full professional proficiency;Self-taught;;University drop out;More than 9 years;6+ years
3283;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;4;Project Manager;;Project Manager;Telecommunications;;Outsourcing;;1000 - 4.999 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;None;;;;;;;;;;;;;;;;;None;;;;;More than 3 years;< €15.000;12500;0;15000;12500;]0%, 5%];2;5;6;6;6;6;5;5;6;6;6;4;5;6;6;6;5;7;5;6;6;5;5;7;5;6;7;Portuguese;1990;31;Male;Professional working proficiency;Self-taught;;University drop out;Between 6 - 9 years;6+ years
3284;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;CTO;;CTO;Software as a service (saas) development;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;JavaScript;;;Java;;;;;;;Ruby;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;Ruby on Rails;React;;;Spring;;Express;;;;;;;;;;;;Between 1 - 3 years;€50.000 - €55.000;52500;50000;55000;52500;Hasn't changed;4;3;6;6;6;6;6;6;6;6;1;6;6;6;6;6;1;6;1;6;6;1;6;6;3;4;3;Portuguese;1978;43;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3285;Employed full-time;Permanent Employee;1;;Portugal;Açores;Azores and Madeira;Portugal;Europe;Portugal;Açores;Azores and Madeira;Flexible between remote and office;3;Working remote because of Covid-19;Full Office Job;6;Full-Stack Developer;;Full-Stack Developer;Transportation;;Corporate;;1000 - 4.999 employees;JavaScript;;SQL;Java;;Python;PHP;;;;;Swift;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;Angular/Angular.js;;React;;;Spring;;;;;;Drupal;;;;;;;;More than 3 years;€20.000 - €25.000;22500;20000;25000;22500;]0%, 5%];3;3;4;6;5;7;4;6;5;4;5;5;5;6;6;7;5;6;5;7;6;7;5;7;6;5;5;Portuguese;1990;31;Male;Professional working proficiency;University;;University drop out;Between 6 - 9 years;6+ years
3286;Employed part-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Sweden;Europe;International;;;No, full office job;;;Full Office Job;6;Mobile Apps Developer;;Mobile Apps Developer;Education and training;;Corporate;;500 - 999 employees;;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;[-5%, 0%[;5;1;5;1;1;1;1;1;5;1;1;1;1;1;1;1;6;7;7;7;7;7;7;2;4;6;6;German;1987;34;Male;Elementary;University;;University drop out;Between 1 - 3 years;0 - 3 years
3287;Employed full-time;Permanent Employee;0;;Portugal;Leiria;Centre;Portugal;Europe;Portugal;Leiria;Centre;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;Full-Stack Developer;;Full-Stack Developer;Web development or design;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;JavaScript;;;;;;PHP;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;;;;;;Vue.js;;;;;;;;Symfony;;;;;Less than one year;< €15.000;12500;0;15000;12500;Increased more than 15%;5;3;7;7;7;7;4;5;4;7;4;5;4;4;4;5;6;7;5;6;4;5;6;6;3;7;3;Portuguese;1991;30;Male;Professional working proficiency;University;;University drop out;Between 1 - 3 years;0 - 3 years
3288;Employed full-time;Permanent Employee;1;;Portugal;Viseu;Centre;Portugal;Europe;Portugal;Viseu;Centre;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;6;Full-Stack Developer;;Full-Stack Developer;Software development - other;;Consulting Business;;10 - 19 employees;JavaScript;;SQL;;C#;;PHP;;C;TypeScript;;;;VB.NET;;;;VBA;;;;;;Visual Basic 6;;;HTML/CSS;;;;;;;;;jQuery;.NET;;;;;Laravel;;;;;;;;;;;;;;;More than 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;3;3;5;6;6;7;5;6;6;5;5;4;6;4;5;4;5;6;6;6;5;6;6;5;5;6;6;Portuguese;1989;32;Male;Professional working proficiency;University;;University drop out;Between 6 - 9 years;6+ years
3289;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;No specific country;N/A;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Maintenance & Support;;Maintenance & Support;Information technology;;Corporate;;More than 5.000 employees;JavaScript;Bash/Shell/PowerShell;SQL;Java;;Python;;;;;;;;;;;Perl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;7;1;6;4;7;7;6;4;7;4;4;4;6;7;7;4;4;5;1;5;7;5;3;7;4;4;4;Portuguese;1976;45;Male;Native or bilingual proficiency;Self-taught;;University drop out;More than 9 years;6+ years
3290;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Spain;Europe;International;;;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Cloud-based solutions or services;;"Scale-up (fast growing company aka ""unicorn"")";;500 - 999 employees;;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;React;;;;;Express;;;;;;;;;;;;Between 1 - 3 years;€35.000 - €40.000;37500;35000;40000;37500;Hasn't changed;4;3;6;5;6;7;6;6;7;6;5;6;7;7;7;6;4;6;5;5;5;5;4;4;6;5;4;Portuguese;1989;32;Male;Full professional proficiency;Self-taught;;University drop out;Between 3 - 6 years;3 - 6 years
3291;Employed full-time;Permanent Employee;0;;Portugal;Évora;South;Portugal;Europe;Portugal;Évora;South;Flexible between remote and office;3;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Maintenance & Support;;Maintenance & Support;Information technology;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;JavaScript;Bash/Shell/PowerShell;SQL;;;Python;PHP;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;Angular/Angular.js;;React;;Laravel;;Vue.js;;;;;;;;;;;;;More than 3 years;< €15.000;12500;0;15000;12500;]0%, 5%];4;3;6;5;6;6;4;6;7;4;5;3;6;5;5;5;5;5;2;6;6;1;6;7;1;7;6;Portuguese;1977;44;Male;Native or bilingual proficiency;;Technical Course;University drop out;More than 9 years;6+ years
3292;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Project Manager;;Project Manager;Government or public administration;;Corporate;;500 - 999 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;]0%, 5%];5;3;7;7;7;7;7;7;5;5;7;6;7;5;5;5;5;7;3;7;7;7;5;6;6;4;7;Portuguese;1979;42;Female;Limited working proficiency;University;;University drop out;More than 9 years;6+ years
3293;Employed full-time;Permanent Employee;1;;Portugal;Braga;North;Portugal;Europe;Portugal;Braga;North;No, full office job;;;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Web development or design;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;JavaScript;;SQL;;;;PHP;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;;;;;;;;;;;;;;;;More than 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;2;4;7;5;3;4;5;3;3;5;4;3;5;4;5;4;3;5;3;3;4;3;5;7;4;4;2;Portuguese;1993;28;Male;Professional working proficiency;University;;University drop out;Between 6 - 9 years;6+ years
3294;Employed full-time;Permanent Employee;0;;Portugal;Madeira;Azores and Madeira;USA;North America;International;;;Flexible between remote and office;1;Working remote because of Covid-19;Full Office Job;5;Front-End Developer;;Front-End Developer;Media, advertising, publishing, or entertainment;;Corporate;;500 - 999 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Brightscript;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;3;3;4;4;4;4;4;4;4;5;3;1;5;4;4;1;1;6;1;7;4;1;1;4;4;4;5;Portuguese;1997;24;Male;Professional working proficiency;Self-taught;;University drop out;Between 1 - 3 years;0 - 3 years
3295;Employed full-time;Permanent Employee;0;;Portugal;Braga;North;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;3;Working remote because of Covid-19;Full Office Job;3;Back-End Developer;;Back-End Developer;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;JavaScript;;SQL;Java;;;PHP;;;;;;Objective-C;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;Laravel;;;;;;;;;;;;;;;More than 3 years;< €15.000;12500;0;15000;12500;[-15%, -5%[;5;3;4;5;5;5;4;5;4;5;5;6;5;5;6;5;5;5;5;5;7;6;7;6;7;6;5;Spanish;1987;34;Male;Professional working proficiency;University;;University drop out;Between 1 - 3 years;0 - 3 years
3296;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Flexible between remote and office;2;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Technical Team Leader;;Technical Team Leader;Consulting;;Consulting Business;;20 - 99 employees;;Bash/Shell/PowerShell;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€50.000 - €55.000;52500;50000;55000;52500;Hasn't changed;6;2;6;6;6;5;4;6;5;6;4;5;6;5;4;4;4;6;5;5;5;4;4;6;5;4;5;Portuguese;1980;41;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3297;Employed full-time;Permanent Employee;1;;Portugal;Setúbal;Lisbon Metropolitan Area;Spain;Europe;International;;;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;6;Maintenance & Support;;Maintenance & Support;Software development - other;;Corporate;;1000 - 4.999 employees;;Bash/Shell/PowerShell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;1;5;7;6;7;6;7;6;6;7;7;5;6;6;6;5;6;6;4;4;5;5;5;7;1;7;7;Portuguese;1982;39;I prefer not to say;Professional working proficiency;Self-taught;;University drop out;Between 6 - 9 years;6+ years
3298;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;;Analyst and Test Manager;Quality Assurance/Testing;Financial and banking;;Outsourcing;;More than 5.000 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€25.000 - €30.000;27500;25000;30000;27500;Hasn't changed;5;4;7;5;5;5;5;7;4;4;5;5;5;4;5;5;5;6;2;5;6;6;4;7;4;5;6;Portuguese;1980;41;Male;Native or bilingual proficiency;University;;University drop out;More than 9 years;6+ years
3299;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;No, full office job;;;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Web development or design;;Consulting Business;;1000 - 4.999 employees;JavaScript;;;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jQuery;.NET;;;React;;;;Vue.js;;;;;;;;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;]5%,15%];4;3;5;3;4;7;5;6;6;7;6;6;7;6;4;1;1;6;1;7;6;4;4;5;4;3;5;Portuguese;1989;32;Male;Professional working proficiency;University;;University drop out;Between 6 - 9 years;6+ years
3300;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Poland;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;4;Back-End Developer;;Back-End Developer;Software development - other;;Corporate;;1000 - 4.999 employees;JavaScript;;SQL;;;;PHP;;;;;;;;;;;;;;;Groovy;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;Laravel;;;;;;;;;;;;;;;More than 3 years;€40.000 - €45.000;42500;40000;45000;42500;]5%,15%];4;4;4;6;7;7;4;5;7;5;4;4;5;6;7;5;4;7;4;7;5;5;2;7;4;4;5;Portuguese;1987;34;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3301;Working as a Contractor/Freelancer;Contractor;;0;Portugal;Beja;South;Canada;North America;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Solutions Architect;;Solutions Architect;Information technology;;Startup (new business venture);;20 - 99 employees;JavaScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;20;13 to 24 monthts;50;80000;;;;;;80000;Decreased more than 15%;5;4;6;7;5;4;5;6;4;3;3;3;6;4;5;5;5;5;5;5;5;7;5;5;6;5;5;Portuguese;1983;38;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3302;Working as a Contractor/Freelancer;Contractor;;1;Portugal;Faro;South;Spain;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Full-Stack Developer;;Full-Stack Developer;Software development - other;;Startup (new business venture);;10 - 19 employees;JavaScript;;;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;Angular/Angular.js;;React;;;;;;;;;;;;;8;7 to 12 months;20;32000;;;;;;32000;Hasn't changed;6;1;7;6;2;4;7;5;1;5;6;6;6;5;5;1;1;1;1;4;4;6;3;7;6;3;4;Portuguese;1977;44;Male;Native or bilingual proficiency;Self-taught;;University drop out;More than 9 years;6+ years
3303;Employed full-time;Permanent Employee;0;;Portugal;Beja;South;UK;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Technical Team Leader;;Technical Team Leader;Software as a service (saas) development;;Corporate;;100 - 499 employees;;Bash/Shell/PowerShell;;;;;PHP;;;;;;;;;;;;;Go;;;;;;;;;;;;;;;;;;;;;;Laravel;;;;;;;;;;;;;;;Between 1 - 3 years;€80.000 - €85.000;82500;80000;85000;82500;Hasn't changed;6;3;7;7;6;7;7;7;7;6;5;7;7;6;6;5;6;7;6;7;7;6;6;6;5;5;6;Portuguese;1981;40;Male;Native or bilingual proficiency;University;;University drop out;More than 9 years;6+ years
3304;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Netherlands;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Back-End Developer;;Back-End Developer;Telecommunications;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;;Bash/Shell/PowerShell;;;;Python;;C++;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€35.000 - €40.000;37500;35000;40000;37500;Hasn't changed;4;3;6;5;5;5;5;5;5;5;5;4;5;5;4;1;2;5;4;4;5;4;5;4;4;6;3;Portuguese;1989;32;Female;Full professional proficiency;Self-taught;;University drop out;Between 3 - 6 years;3 - 6 years
3305;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Back-End Developer;;Back-End Developer;Financial and banking;;Corporate;;100 - 499 employees;JavaScript;;SQL;;;;;C++;;;;;;VB.NET;;;;;;;;;;Visual Basic 6;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;Decreased more than 15%;7;1;7;5;5;7;7;5;7;1;5;6;6;7;7;5;5;7;5;5;4;4;5;7;5;5;7;Portuguese;1982;39;Female;Native or bilingual proficiency;Self-taught;;University drop out;More than 9 years;6+ years
3306;Employed full-time;Permanent Employee;0;;Portugal;Braga;North;Portugal;Europe;Portugal;Braga;North;Flexible between remote and office;3;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Technical Team Leader;;Technical Team Leader;Retail or ecommerce;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;;;;;C#;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;;;;;;;;;;Flask;;;;;;;;;;Between 1 - 3 years;€45.000 - €50.000;47500;45000;50000;47500;]5%,15%];5;2;7;7;7;7;5;7;7;5;7;5;7;5;6;5;2;4;2;5;5;4;5;7;4;4;6;Portuguese;1983;38;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3307;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;2;Working remote because of Covid-19;Full Office Job;6;Maintenance & Support;;Maintenance & Support;Financial and banking;;;Bank;20 - 99 employees;;;SQL;;;Python;;;;;;;;VB.NET;;;;;;;;;;;;;;;;;;;;;Cobol;;.NET;;;;;;;;;;;;;;;;;;;;More than 3 years;€25.000 - €30.000;27500;25000;30000;27500;Hasn't changed;2;3;6;6;5;6;6;6;5;5;5;6;6;6;5;5;5;6;4;6;6;6;5;6;5;5;5;Portuguese;1967;54;Male;Professional working proficiency;Self-taught;;University drop out;More than 9 years;6+ years
3308;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Back-End Developer;;Back-End Developer;Web development or design;;Startup (new business venture);;10 - 19 employees;JavaScript;Bash/Shell/PowerShell;SQL;;C#;;PHP;;;TypeScript;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;;;React;;;;;Express;;;;;;;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;]0%, 5%];3;2;7;6;6;6;5;5;7;5;7;2;6;4;7;6;7;6;4;7;5;7;5;4;4;5;2;Portuguese;1994;27;Male;Full professional proficiency;University;;University drop out;Between 1 - 3 years;0 - 3 years
3309;Employed full-time;Permanent Employee;1;;Portugal;Porto;Porto Metropolitan Area;UK;Europe;International;;;Flexible between remote and office;3;Working remote because of Covid-19;Full Office Job;6;UX/UI Designer;;UX/UI Designer;Internet;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;3;4;6;6;5;7;5;6;4;4;6;5;5;4;4;4;5;6;6;5;5;5;6;5;5;5;5;Portuguese;1986;35;Male;Professional working proficiency;Self-taught;;University drop out;Between 1 - 3 years;0 - 3 years
3310;Employed full-time;Permanent Employee;0;;Portugal;Castelo Branco;Centre;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;No, full office job;;;Full Office Job;3;Full-Stack Developer;;Full-Stack Developer;Consulting;;Consulting Business;;1000 - 4.999 employees;JavaScript;;SQL;Java;;;;;;;;;;;;;;;;;;Groovy;;;;;HTML/CSS;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€25.000 - €30.000;27500;25000;30000;27500;]0%, 5%];4;2;7;7;7;6;1;7;7;5;5;5;5;5;7;7;7;7;7;7;7;7;4;7;6;6;7;Portuguese;1993;28;Male;Limited working proficiency;University;;University drop out;Between 6 - 9 years;6+ years
3311;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Germany;Europe;International;;;Flexible between remote and office;3;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Front-End Developer;;Front-End Developer;Software as a service (saas) development;;Corporate;;1000 - 4.999 employees;JavaScript;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;React;;;;;;;;;;;;;;;;;Less than one year;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;4;5;7;5;7;7;7;7;7;7;5;5;7;7;5;5;7;7;7;7;7;7;6;6;5;7;7;Brazilian;1990;31;Male;Full professional proficiency;Self-taught;;University drop out;Between 6 - 9 years;6+ years
